action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,pIC50
,429600,17791266,[],CHEMBL3889022,"HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.",B,,,BAO_0000190,BAO_0000357,single protein format,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4)c3c2s1,,,CHEMBL3886922,,2016,"{'bei': '24.19', 'le': '0.49', 'lle': '4.34', 'sei': '10.68'}",CHEMBL2386762,,CHEMBL2386762,8.95,1,http://www.openphacts.org/units/Nanomolar,2894503,=,37,1,=,,IC50,nM,,1.13,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,1.13,8.947
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25676249,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5378446,Inhibition of human DYRK1A assessed as incorporation of 33Pi using [gamma-33P]-ATP measured after 60 mins by microplate scintillation counting based radiometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1C,,,CHEMBL5375979,J Med Chem,2023,"{'bei': '23.95', 'le': '0.47', 'lle': '5.80', 'sei': '13.35'}",CHEMBL5085086,,CHEMBL5085086,8.92,0,http://www.openphacts.org/units/Nanomolar,4001680,=,1,1,=,,IC50,nM,,1.2,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,1.2,8.921
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25065034,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.833', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '110.0'}]",CHEMBL5251379,Inhibition of recombinant human DYRK1A expressed in Escherichia coli using DYRKtide peptide as substrate incubated for 110 mins in presence of ATP by non-radioactive ADP-Glo luminescence microplate reader assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1,,,CHEMBL5247649,J Med Chem,2023,"{'bei': '18.04', 'le': '0.34', 'lle': '5.32', 'sei': '6.21'}",CHEMBL4647659,,CHEMBL4647659,8.92,0,http://www.openphacts.org/units/Nanomolar,3928660,=,1,1,=,,IC50,nM,,1.2,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.0012,8.921
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25065030,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.833', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '110.0'}]",CHEMBL5251379,Inhibition of recombinant human DYRK1A expressed in Escherichia coli using DYRKtide peptide as substrate incubated for 110 mins in presence of ATP by non-radioactive ADP-Glo luminescence microplate reader assay,B,,,BAO_0000190,BAO_0000019,assay format,CN1CCN(c2cc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)ccn2)CC1,,,CHEMBL5247649,J Med Chem,2023,"{'bei': '20.71', 'le': '0.38', 'lle': '5.82', 'sei': '11.18'}",CHEMBL4784318,,CHEMBL4784318,8.85,0,http://www.openphacts.org/units/Nanomolar,3928656,=,1,1,=,,IC50,nM,,1.4,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.0014,8.854
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24814557,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5138113,Inhibition of DYRK1A (unknown origin) using KKISGRLSPIMTEQ as substrate incubated for 30 mins in presence of ATP by ADP-Glo assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CCCc2[nH]c3c(Cl)cccc3c21,,,CHEMBL5136986,Eur J Med Chem,2022,"{'bei': '40.04', 'le': '0.80', 'lle': '5.46', 'sei': '26.77'}",CHEMBL5203393,,CHEMBL5203393,8.80,0,http://www.openphacts.org/units/Nanomolar,3874616,=,1,1,=,,IC50,nM,,1.6,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,1.6,8.796
,,13328228,[],CHEMBL2388921,Inhibition of recombinant DYRK1A (unknown origin) after 120 mins in presence of [33P]-ATP,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,,,CHEMBL2384972,ACS Med Chem Lett,2013,"{'bei': '23.15', 'le': '0.44', 'lle': '5.10', 'sei': '8.59'}",CHEMBL2386753,,CHEMBL2386753,8.78,0,http://www.openphacts.org/units/Nanomolar,1897236,=,1,1,=,,IC50,nM,,1.65,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,1.65,8.783
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25065050,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.833', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '110.0'}]",CHEMBL5251379,Inhibition of recombinant human DYRK1A expressed in Escherichia coli using DYRKtide peptide as substrate incubated for 110 mins in presence of ATP by non-radioactive ADP-Glo luminescence microplate reader assay,B,,,BAO_0000190,BAO_0000019,assay format,Cn1cc(-c2ccc3cnc(NC(=O)C4CCN(S(C)(=O)=O)CC4)cc3c2)cn1,,,CHEMBL5247649,J Med Chem,2023,"{'bei': '21.15', 'le': '0.41', 'lle': '6.49', 'sei': '9.00'}",CHEMBL5285332,,CHEMBL5285332,8.74,0,http://www.openphacts.org/units/Nanomolar,3928676,=,1,1,=,,IC50,nM,,1.8,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.0018,8.745
,429611,17791277,[],CHEMBL3889022,"HotSpot Technology Assay: The DYRK1A and DYRK1B kinase assays to determine IC50 values were performed by Reaction Biology Corporation using HotSpot technology Worldwide website: reactionbiology.com, Malvern, PA). Kinase reaction with specific kinase/ substrate pair along with required cofactors was carried out in 20 mM Hepes pH 7.5, 10 mM MgCl2, 1 mM EGTA, 0.02% Brij35, 0.02 mg/ml BSA, 0.1 mM Na3VO4, 2 mM DTT, 1% DMSO. Purified recombinant kinase was incubated with serial 3-fold dilutions of test compounds starting at a final concentration of 10 μM. Reaction was initiated by addition of a mixture of ATP (Sigma, St. Louis MO) and 33P ATP (Perkin Elmer, Waltham MA) to a final concentration of 10 μM and was carried out at room temperature for 120 min, followed by spotting of the reaction onto P81 ion exchange filter paper (Whatman Inc., Piscataway, NJ). Unbound phosphate was removed by extensive washing of filters in 0.75% Phosphoric acid.",B,,,BAO_0000190,BAO_0000357,single protein format,COC(=N)c1nc2ccc3ncnc(Nc4ccccc4)c3c2s1,,,CHEMBL3886922,,2016,"{'bei': '26.07', 'le': '0.50', 'lle': '4.79', 'sei': '10.43'}",CHEMBL2386763,,CHEMBL2386763,8.74,1,http://www.openphacts.org/units/Nanomolar,2894514,=,37,1,=,,IC50,nM,,1.81,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,1.81,8.742
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25065031,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.833', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '110.0'}]",CHEMBL5251379,Inhibition of recombinant human DYRK1A expressed in Escherichia coli using DYRKtide peptide as substrate incubated for 110 mins in presence of ATP by non-radioactive ADP-Glo luminescence microplate reader assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,,,CHEMBL5247649,J Med Chem,2023,"{'bei': '24.93', 'le': '0.48', 'lle': '3.84', 'sei': '11.61'}",CHEMBL1230165,SILMITASERTIB,CHEMBL1230165,8.72,0,http://www.openphacts.org/units/Nanomolar,3928657,=,1,1,=,,IC50,nM,,1.9,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.0019,8.721
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623781,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(NC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2c(c1)OCO2,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '23.80', 'le': '0.44', 'lle': '5.90', 'sei': '12.09'}",CHEMBL5420724,,CHEMBL5420724,8.70,0,http://www.openphacts.org/units/Nanomolar,3991351,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.002,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623788,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(NC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2[nH]cnc2c1,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '24.07', 'le': '0.44', 'lle': '5.75', 'sei': '10.59'}",CHEMBL5404416,,CHEMBL5404416,8.70,0,http://www.openphacts.org/units/Nanomolar,3991358,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.002,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623793,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc2cc(/C=C3\N=C(NC45CC6CC(CC(C6)C4)C5)NC3=O)ccc2n1,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '23.17', 'le': '0.42', 'lle': '5.74', 'sei': '12.20'}",CHEMBL5408531,,CHEMBL5408531,8.70,0,http://www.openphacts.org/units/Nanomolar,3991363,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.002,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623803,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1[C@H]2C[C@@H](C[C@H]1NC1=N/C(=C\c3ccc4ncsc4c3)C(=O)N1)C2(C)C,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '22.86', 'le': '0.44', 'lle': '4.92', 'sei': '13.10'}",CHEMBL5416470,,CHEMBL5416470,8.70,0,http://www.openphacts.org/units/Nanomolar,3991373,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.002,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623807,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)C2CCC1(C)[C@H](NC1=N/C(=C\c3ccc4ncsc4c3)C(=O)N1)C2,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '22.86', 'le': '0.44', 'lle': '4.77', 'sei': '13.10'}",CHEMBL5412900,,CHEMBL5412900,8.70,0,http://www.openphacts.org/units/Nanomolar,3991377,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.002,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623812,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(NC2CCCCC(F)(F)C2)=N/C1=C\c1ccc2ncsc2c1,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '23.11', 'le': '0.46', 'lle': '5.02', 'sei': '13.10'}",CHEMBL5396550,,CHEMBL5396550,8.70,0,http://www.openphacts.org/units/Nanomolar,3991382,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.002,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24396968,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '100.0'}]",CHEMBL5042806,Inhibition of DYRK1A (unknown origin) using Ulight-MBP as substrate and ATP as co-substrate incubated for 40 mins and measured after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1cccc(Br)n1,,,CHEMBL5042474,J Med Chem,2021,"{'bei': '19.76', 'le': '0.42', 'lle': '5.50', 'sei': '7.39'}",CHEMBL5089171,,CHEMBL5089171,8.70,0,http://www.openphacts.org/units/Nanomolar,3780296,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,2.0,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24396960,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '100.0'}]",CHEMBL5042806,Inhibition of DYRK1A (unknown origin) using Ulight-MBP as substrate and ATP as co-substrate incubated for 40 mins and measured after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CC(F)(F)F,,,CHEMBL5042474,J Med Chem,2021,"{'bei': '26.99', 'le': '0.52', 'lle': '6.17', 'sei': '9.10'}",CHEMBL5070553,,CHEMBL5070553,8.70,0,http://www.openphacts.org/units/Nanomolar,3780288,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,2.0,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24396948,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '100.0'}]",CHEMBL5042806,Inhibition of DYRK1A (unknown origin) using Ulight-MBP as substrate and ATP as co-substrate incubated for 40 mins and measured after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCn1c(C)nc2ccc(-c3cc(N)nc(N)c3)nc21,,,CHEMBL5042474,J Med Chem,2021,"{'bei': '29.35', 'le': '0.54', 'lle': '5.93', 'sei': '9.10'}",CHEMBL5082456,,CHEMBL5082456,8.70,0,http://www.openphacts.org/units/Nanomolar,3780276,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,2.0,8.699
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24396932,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '100.0'}]",CHEMBL5042806,Inhibition of DYRK1A (unknown origin) using Ulight-MBP as substrate and ATP as co-substrate incubated for 40 mins and measured after 1 hr by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1cc(-c2ccn3nccc3n2)cc(N)n1,,,CHEMBL5042474,J Med Chem,2021,"{'bei': '38.45', 'le': '0.70', 'lle': '7.74', 'sei': '9.15'}",CHEMBL5081583,,CHEMBL5081583,8.70,0,http://www.openphacts.org/units/Nanomolar,3780260,=,1,1,=,,IC50,nM,,2.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,2.0,8.699
